1,1,2,,2014-05-13T00:00:00.000
2,1,2,,2014-05-13T00:00:00.000
3,3,2,,2014-05-13T00:00:00.000
5,3,2,,2014-05-13T00:00:00.000
6,1,2,,2014-05-13T00:00:00.000
7,4,2,,2014-05-13T00:00:00.000
9,2,3,,2014-05-13T00:00:00.000
10,2,2,,2014-05-14T00:00:00.000
11,4,2,,2014-05-14T00:00:00.000
12,2,3,,2014-05-14T00:00:00.000
13,4,2,,2014-05-14T00:00:00.000
14,3,2,,2014-05-14T00:00:00.000
15,2,3,,2014-05-14T00:00:00.000
16,2,3,,2014-05-14T00:00:00.000
17,5,2,,2014-05-14T00:00:00.000
18,5,2,,2014-05-14T00:00:00.000
19,7,2,,2014-05-14T00:00:00.000
20,1,2,,2014-05-14T00:00:00.000
21,6,2,,2014-05-14T00:00:00.000
22,3,3,,2014-05-14T00:00:00.000
23,5,2,,2014-05-14T00:00:00.000
24,2,3,,2014-05-14T00:00:00.000
25,2,15,,2014-05-14T00:00:00.000
26,2,3,,2014-05-14T00:00:00.000
27,5,2,,2014-05-14T00:00:00.000
28,4,2,,2014-05-14T00:00:00.000
29,6,3,,2014-05-14T00:00:00.000
30,8,2,,2014-05-14T00:00:00.000
31,9,2,,2014-05-14T00:00:00.000
32,10,2,,2014-05-14T00:00:00.000
34,10,2,,2014-05-14T00:00:00.000
39,5,5,54,2014-05-14T00:00:00.000
40,7,2,,2014-05-14T00:00:00.000
41,2,3,,2014-05-14T00:00:00.000
42,7,3,,2014-05-14T00:00:00.000
43,3,2,,2014-05-14T00:00:00.000
44,1,2,,2014-05-14T00:00:00.000
45,4,2,,2014-05-14T00:00:00.000
46,8,10,,2014-05-14T00:00:00.000
47,12,3,,2014-05-14T00:00:00.000
48,11,3,,2014-05-14T00:00:00.000
49,7,3,,2014-05-14T00:00:00.000
50,11,3,,2014-05-14T00:00:00.000
51,12,3,,2014-05-14T00:00:00.000
52,12,3,,2014-05-14T00:00:00.000
53,11,3,,2014-05-14T00:00:00.000
54,14,2,,2014-05-14T00:00:00.000
55,12,3,,2014-05-14T00:00:00.000
56,14,2,,2014-05-14T00:00:00.000
57,15,3,,2014-05-14T00:00:00.000
58,12,3,,2014-05-14T00:00:00.000
59,14,3,,2014-05-14T00:00:00.000
60,4,2,,2014-05-14T00:00:00.000
61,3,2,,2014-05-14T00:00:00.000
62,1,2,,2014-05-14T00:00:00.000
63,4,2,,2014-05-14T00:00:00.000
64,16,2,,2014-05-14T00:00:00.000
65,3,2,,2014-05-14T00:00:00.000
66,5,2,,2014-05-14T00:00:00.000
67,7,2,,2014-05-14T00:00:00.000
68,1,2,,2014-05-14T00:00:00.000
69,11,3,,2014-05-14T00:00:00.000
70,10,1,,2014-05-14T00:00:00.000
71,5,2,,2014-05-14T00:00:00.000
72,1,2,,2014-05-14T00:00:00.000
73,3,2,,2014-05-14T00:00:00.000
74,16,2,,2014-05-14T00:00:00.000
75,16,2,,2014-05-14T00:00:00.000
76,6,2,,2014-05-14T00:00:00.000
77,9,2,,2014-05-14T00:00:00.000
78,3,2,,2014-05-14T00:00:00.000
79,14,2,,2014-05-14T00:00:00.000
80,4,2,,2014-05-14T00:00:00.000
81,1,5,96,2014-05-14T00:00:00.000
82,2,3,,2014-05-14T00:00:00.000
83,19,2,,2014-05-14T00:00:00.000
84,20,2,,2014-05-14T00:00:00.000
85,22,2,,2014-05-14T00:00:00.000
86,22,2,,2014-05-14T00:00:00.000
87,22,2,,2014-05-14T00:00:00.000
88,4,2,,2014-05-14T00:00:00.000
89,2,3,,2014-05-14T00:00:00.000
90,24,2,,2014-05-14T00:00:00.000
91,22,5,97,2014-05-14T00:00:00.000
92,24,2,,2014-05-14T00:00:00.000
93,2,2,,2014-05-14T00:00:00.000
94,24,2,,2014-05-14T00:00:00.000
95,22,2,,2014-05-14T00:00:00.000
96,10,2,,2014-05-14T00:00:00.000
97,21,2,,2014-05-14T00:00:00.000
98,10,2,,2014-05-14T00:00:00.000
